BOUND,DT,VMIN,VMAX,MARGIN,START,GOAL,OBSTACLES,OPTIMIZE,STATUS,TOTAL STEPS,LENGTH,BUILD TIME (ms),SOLVE TIME (ms),TOTAL TIME (ms),DATA POINTS
675.384,1.763,-4.29,4.29,2.308,"(0.0,0.0,100.632,100.632)","(574.752,574.752,675.384,675.384)","[(5.754,0.771,54.122,49.139),(553.443,274.562,612.077,333.196),(504.793,177.449,566.4,239.056),(264.911,622.416,317.186,674.691),(440.291,8.298,499.469,67.476),(584.648,616.842,635.956,668.15),(480.034,395.601,542.21,457.777),(489.592,95.999,549.977,156.384)]",TRUE,,,,,,,
275.331,1.004,-2.011,2.011,1.64,"(0.0,0.0,30.011,30.011)","(245.32,245.32,275.331,275.331)","[(83.505,23.666,100.737,40.898),(10.084,251.628,32.472,274.016),(155.486,53.775,179.592,77.881),(7.042,23.953,34.434,51.345),(73.262,156.126,94.615,177.479),(185.632,26.892,207.4,48.66),(164.425,121.437,190.304,147.316),(10.71,99.991,28.779,118.06),(64.468,250.087,79.1,264.719),(74.652,92.909,90.431,108.688),(151.072,204.284,170.769,223.981),(62.336,151.131,84.608,173.403)]",TRUE,,,,,,,
69.53,0.613,-0.839,0.839,1.161,"(0.0,0.0,5.215,5.215)","(64.315,64.315,69.53,69.53)","[(44.232,12.924,50.149,18.841),(24.605,14.741,31.504,21.64),(4.189,33.851,8.79,38.452),(16.809,65.56,20.552,69.303),(2.31,58.523,7.451,63.664),(5.849,36.819,11.422,42.392),(65.926,23.826,69.414,27.314),(19.503,56.499,26.153,63.149),(14.982,15.726,19.989,20.733),(28.465,57.389,34.292,63.216),(49.296,55.408,54.289,60.401),(7.884,31.544,13.355,37.015)]",FALSE,,,,,,,
424.011,1.286,-2.858,2.858,1.831,"(0.0,0.0,57.665,57.665)","(366.346,366.346,424.011,424.011)","[(365.343,184.961,398.918,218.536),(248.338,263.554,284.636,299.852),(200.634,13.467,234.039,46.872),(157.893,384.346,185.054,411.507),(154.542,351.065,187.78,384.303),(37.428,66.9,68.906,98.378),(363.854,230.205,385.22,251.571),(307.427,120.332,346.699,159.604)]",TRUE,,,,,,,
415.433,1.27,-2.809,2.809,1.971,"(0.0,0.0,57.745,57.745)","(357.688,357.688,415.433,415.433)","[(268.601,167.241,300.616,199.256),(79.453,64.096,104.733,89.376),(91.636,41.299,124.352,74.015),(134.541,48.885,159.221,73.565),(128.269,204.203,161.199,237.133),(132.692,246.689,167.379,281.376),(101.559,196.846,139.701,234.988),(20.499,94.419,55.291,129.211),(112.45,211.43,140.305,239.285),(254.715,336.768,276.484,358.537),(245.031,336.083,276.558,367.61),(315.661,204.778,336.961,226.078),(355.681,361.347,389.682,395.348)]",FALSE,,,,,,,
297.026,1.045,-2.135,2.135,1.644,"(0.0,0.0,39.207,39.207)","(257.819,257.819,297.026,297.026)","[(29.314,192.864,47.775,211.325),(147.975,120.407,174.465,146.897),(256.993,256.957,283.441,283.405),(214.817,62.647,241.261,89.091),(17.88,191.73,45.989,219.839),(58.663,104.994,86.836,133.167),(233.437,185.501,251.606,203.67),(189.723,84.888,207.274,102.439),(120.713,37.46,147.283,64.03),(187.965,106.415,215.9,134.35)]",TRUE,,,,,,,
460.617,1.356,-3.067,3.067,2.074,"(0.0,0.0,23.952,23.952)","(436.665,436.665,460.617,460.617)","[(293.66,261.904,334.73,302.974),(400.804,117.044,424.077,140.317),(152.43,243.894,189.255,280.719),(295.528,42.476,332.88,79.828),(375.771,0.416,419.789,44.434),(202.548,277.539,243.062,318.053),(419.552,411.165,447.892,439.505),(76.855,53.012,120.74,96.897),(147.778,84.372,189.509,126.103)]",FALSE,,,,,,,
266.136,0.986,-1.959,1.959,1.493,"(0.0,0.0,14.105,14.105)","(252.031,252.031,266.136,266.136)","[(148.562,119.403,167.018,137.859),(158.426,1.719,172.585,15.878),(54.267,118.354,78.825,142.912),(163.234,107.258,188.552,132.576),(30.303,141.681,56.093,167.471),(51.628,10.102,77.65,36.124),(122.091,189.424,139.597,206.93),(22.162,122.686,41.418,141.942),(182.428,217.13,197.456,232.158),(5.862,78.318,30.714,103.17),(217.606,229.129,242.253,253.776),(7.207,151.991,26.217,171.001)]",TRUE,,,,,,,
186.683,0.835,-1.506,1.506,1.523,"(0.0,0.0,16.615,16.615)","(170.068,170.068,186.683,186.683)","[(138.749,42.82,156.167,60.238),(53.336,56.404,65.411,68.479),(66.318,143.95,81.659,159.291),(151.225,88.326,168.689,105.79),(172.262,20.275,186.01,34.023),(123.415,64.625,140.865,82.075),(134.356,135.359,149.419,150.422),(13.649,120.477,29.242,136.07),(147.946,94.891,164.65,111.595),(25.122,95.074,41.626,111.578),(89.836,80.608,107.506,98.278),(72.831,19.173,84.298,30.64)]",TRUE,,,,,,,
728.267,1.864,-4.591,4.591,2.439,"(0.0,0.0,72.827,72.827)","(655.44,655.44,728.267,728.267)","[(200.018,306.111,253.248,359.341),(470.268,233.586,513.1,276.418),(615.995,43.207,676.067,103.279),(154.237,326.673,192.625,365.061),(572.792,405.246,640.045,472.499),(626.109,83.685,668.388,125.964),(214.501,319.549,258.432,363.48),(446.783,506.475,484.946,544.638),(636.557,116.065,706.686,186.194),(146.35,438.266,218.169,510.085),(235.241,522.283,292.977,580.019)]",TRUE,,,,,,,
624.131,1.666,-3.998,3.998,2.398,"(0.0,0.0,36.2,36.2)","(587.931,587.931,624.131,624.131)","[(444.359,372.731,492.62,420.992),(113.763,487.675,161.322,535.234),(427.924,121.237,479.781,173.094),(84.074,408.86,123.479,448.265),(367.552,472.83,425.24,530.518),(101.055,248.271,157.004,304.22),(497.407,414.596,557.038,474.227),(436.694,194.997,471.166,229.469)]",FALSE,,,,,,,
273.01,0.999,-1.998,1.998,1.691,"(0.0,0.0,18.565,18.565)","(254.445,254.445,273.01,273.01)","[(93.223,140.948,109.681,157.406),(160.534,125.6,181.272,146.338),(36.737,130.395,59.526,153.184),(121.711,131.634,135.554,145.477),(117.4,135.625,134.614,152.839),(22.489,179.831,47.707,205.049),(144.793,193.744,171.471,220.422),(30.709,83.356,51.961,104.608),(110.994,138.561,132.805,160.372),(11.133,65.244,36.285,90.396),(22.233,25.742,43.245,46.754)]",TRUE,,,,,,,
176.916,0.817,-1.451,1.451,1.351,"(0.0,0.0,19.815,19.815)","(157.101,157.101,176.916,176.916)","[(140.236,144.839,153.061,157.664),(105.388,75.596,114.718,84.926),(149.179,161.879,160.0,172.7),(9.652,3.697,19.855,13.9),(56.665,36.623,71.094,51.052),(122.408,163.133,136.013,176.738),(66.11,78.317,78.993,91.2),(53.74,34.214,66.722,47.196)]",FALSE,,,,,,,
764.686,1.933,-4.799,4.799,2.538,"(0.0,0.0,83.351,83.351)","(681.335,681.335,764.686,764.686)","[(497.031,28.464,556.399,87.832),(313.891,628.969,363.615,678.693),(541.367,32.786,608.338,99.757),(414.892,221.723,484.143,290.974),(238.311,401.267,296.621,459.577),(53.627,274.233,113.42,334.026),(298.489,395.921,369.332,466.764),(285.365,164.103,341.342,220.08)]",FALSE,,,,,,,
113.984,0.697,-1.092,1.092,1.405,"(0.0,0.0,5.699,5.699)","(108.285,108.285,113.984,113.984)","[(85.582,77.697,95.859,87.974),(98.987,69.372,109.822,80.207),(1.303,61.306,8.936,68.939),(36.363,2.558,43.597,9.792),(33.561,12.541,42.954,21.934),(101.294,79.326,112.264,90.296),(87.311,59.545,98.447,70.681),(104.924,67.18,111.193,73.449),(94.135,41.688,100.985,48.538),(40.822,27.026,49.151,35.355),(100.73,61.799,107.801,68.87),(18.527,51.687,27.193,60.353),(67.328,51.349,78.043,62.064),(70.687,7.233,76.946,13.492),(0.861,20.619,9.416,29.174)]",TRUE,,,,,,,
584.171,1.59,-3.771,3.771,2.234,"(0.0,0.0,87.041,87.041)","(497.13,497.13,584.171,584.171)","[(193.519,321.232,236.962,364.675),(39.328,15.696,97.049,73.417),(460.022,481.372,506.216,527.566),(500.458,476.454,542.302,518.298),(264.478,420.822,295.897,452.241),(276.576,19.382,330.459,73.265),(24.757,26.218,61.873,63.334),(244.293,246.194,283.855,285.756),(1.553,84.068,38.072,120.587),(110.768,328.622,168.061,385.915)]",TRUE,,,,,,,
151.695,0.769,-1.307,1.307,1.468,"(0.0,0.0,9.102,9.102)","(142.593,142.593,151.695,151.695)","[(41.754,65.842,53.462,77.55),(42.264,88.711,52.865,99.312),(68.453,123.208,76.487,131.242),(1.817,30.149,9.439,37.771),(19.993,88.249,32.335,100.591),(136.623,23.917,148.86,36.154),(131.97,136.748,141.956,146.734),(28.7,113.249,40.025,124.574),(99.978,123.133,112.362,135.517),(29.896,76.442,43.035,89.581),(14.351,75.715,22.625,83.989)]",FALSE,,,,,,,
164.555,0.793,-1.38,1.38,1.538,"(0.0,0.0,24.025,24.025)","(140.53,140.53,164.555,164.555)","[(53.038,128.56,68.601,144.123),(23.857,114.996,34.148,125.287),(12.445,25.064,22.909,35.528),(105.606,92.926,116.786,104.106),(70.763,10.718,82.025,21.98),(119.026,109.673,134.328,124.975),(143.28,135.923,159.048,151.691),(25.553,142.723,36.165,153.335),(11.909,113.219,26.211,127.521),(36.281,39.178,50.944,53.841),(70.594,24.06,80.293,33.759),(59.517,89.606,75.823,105.912),(48.995,7.228,65.185,23.418),(62.646,56.811,74.025,68.19),(96.433,151.897,108.466,163.93)]",TRUE,,,,,,,
718.661,1.846,-4.537,4.537,2.475,"(0.0,0.0,63.242,63.242)","(655.419,655.419,718.661,718.661)","[(169.313,175.511,219.363,225.561),(151.244,388.902,198.085,435.743),(51.893,288.218,97.497,333.822),(291.715,554.676,349.1,612.061),(514.342,520.599,578.384,584.641),(362.617,217.606,411.811,266.8),(15.773,324.4,71.879,380.506),(417.625,203.997,481.433,267.805),(298.799,414.172,342.479,457.852),(296.181,434.476,336.092,474.387),(201.314,456.404,243.671,498.761),(196.652,377.507,267.305,448.16),(403.261,487.256,467.012,551.007),(18.758,501.737,86.848,569.827)]",FALSE,,,,,,,
720.956,1.85,-4.55,4.55,2.5,"(0.0,0.0,92.282,92.282)","(628.674,628.674,720.956,720.956)","[(111.035,427.598,181.951,498.514),(340.154,185.873,378.239,223.958),(444.438,78.409,504.995,138.966),(188.519,291.687,226.041,329.209),(221.719,607.143,287.613,673.037),(327.819,486.227,397.493,555.901),(644.231,175.636,683.589,214.994),(545.483,97.181,616.736,168.434),(100.703,588.216,145.107,632.62),(273.509,546.854,315.288,588.633),(324.609,529.336,387.388,592.115),(447.257,19.554,501.274,73.571),(316.144,377.119,382.188,443.163)]",TRUE,,,,,,,
739.95,1.886,-4.658,4.658,2.622,"(0.0,0.0,58.456,58.456)","(681.494,681.494,739.95,739.95)","[(480.67,294.151,540.94,354.421),(591.598,274.332,660.309,343.043),(32.788,14.207,105.643,87.062),(538.21,683.346,580.92,726.056),(88.422,339.265,151.367,402.21),(18.511,120.948,85.705,188.142),(610.004,264.002,651.985,305.983),(10.923,65.811,80.523,135.411),(633.107,182.427,684.29,233.61)]",TRUE,,,,,,,
268.113,0.99,-1.97,1.97,1.654,"(0.0,0.0,37.0,37.0)","(231.113,231.113,268.113,268.113)","[(15.963,72.472,40.927,97.436),(36.648,12.027,56.944,32.323),(162.199,142.418,188.446,168.665),(101.467,181.358,125.243,205.134),(226.409,75.495,251.931,101.017),(37.715,162.545,55.534,180.364),(214.438,174.004,240.788,200.354),(183.584,207.38,199.649,223.445)]",TRUE,,,,,,,
786.505,1.974,-4.923,4.923,2.665,"(0.0,0.0,43.258,43.258)","(743.247,743.247,786.505,786.505)","[(25.323,369.831,69.953,414.461),(126.001,244.785,167.417,286.201),(683.774,53.69,750.755,120.671),(192.837,52.401,249.577,109.141),(115.203,406.913,159.301,451.011),(668.75,184.911,713.763,229.924),(714.647,701.252,760.026,746.631),(358.245,56.192,419.865,117.812),(253.945,77.309,329.394,152.758)]",FALSE,,,,,,,
761.733,1.927,-4.782,4.782,2.535,"(0.0,0.0,101.31,101.31)","(660.423,660.423,761.733,761.733)","[(421.713,82.256,471.648,132.191),(588.077,532.163,658.381,602.467),(484.778,187.398,523.421,226.041),(612.522,75.864,685.159,148.501),(2.308,196.262,57.995,251.949),(650.287,615.355,723.894,688.962),(426.421,363.81,502.046,439.435),(381.0,122.94,439.171,181.111),(388.076,690.038,451.698,753.66),(463.652,489.956,504.994,531.298),(641.518,505.018,708.738,572.238),(135.229,274.143,208.325,347.239),(91.959,10.228,151.257,69.526),(620.613,277.761,689.942,347.09)]",TRUE,,,,,,,
402.474,1.245,-2.736,2.736,1.781,"(0.0,0.0,20.929,20.929)","(381.545,381.545,402.474,402.474)","[(315.645,52.667,347.237,84.259),(29.629,202.062,60.164,232.597),(163.183,95.037,199.075,130.929),(118.498,78.616,153.9,114.018),(50.088,262.39,73.408,285.71),(162.618,115.133,185.911,138.426),(254.499,348.005,275.682,369.188),(3.558,40.981,41.577,79.0),(237.106,17.772,260.27,40.936),(301.325,340.973,339.727,379.375),(23.981,76.543,64.131,116.693),(355.213,98.755,394.906,138.448),(166.763,167.357,197.019,197.613)]",TRUE,,,,,,,
472.812,1.379,-3.136,3.136,2.09,"(0.0,0.0,32.624,32.624)","(440.188,440.188,472.812,472.812)","[(326.162,424.681,364.641,463.16),(343.691,311.48,382.761,350.55),(263.097,159.399,304.768,201.07),(40.52,404.756,77.431,441.667),(27.833,417.75,66.001,455.918),(364.296,367.783,388.904,392.391),(143.666,349.154,174.404,379.892),(341.589,414.123,368.552,441.086),(40.101,265.207,71.92,297.026)]",TRUE,,,,,,,
662.148,1.738,-4.215,4.215,2.36,"(0.0,0.0,36.418,36.418)","(625.73,625.73,662.148,662.148)","[(102.661,0.277,168.121,65.737),(55.677,586.687,89.449,620.459),(80.262,83.355,131.328,134.421),(232.562,162.057,298.692,228.187),(105.483,413.486,162.827,470.83),(479.921,596.668,532.107,648.854),(475.373,231.802,531.29,287.719),(395.647,468.641,437.094,510.088),(281.28,248.166,317.011,283.897),(240.632,396.941,279.034,435.343),(273.429,58.407,335.98,120.958),(171.472,122.396,229.931,180.855),(218.174,529.718,281.605,593.149),(382.244,516.721,443.351,577.828)]",TRUE,,,,,,,
709.208,1.828,-4.483,4.483,2.405,"(0.0,0.0,105.672,105.672)","(603.536,603.536,709.208,709.208)","[(609.028,632.74,652.309,676.021),(75.593,636.024,116.062,676.493),(525.297,61.165,563.886,99.754),(446.83,157.411,494.097,204.678),(540.981,330.52,594.873,384.412),(626.672,539.549,663.297,576.174),(522.659,601.097,572.622,651.06),(59.42,351.482,100.386,392.448),(178.262,134.013,215.952,171.703),(298.015,155.299,368.071,225.355),(113.715,81.139,167.373,134.797),(510.664,417.813,557.979,465.128),(496.833,172.082,540.364,215.613),(127.885,130.333,171.981,174.429),(10.497,507.071,74.121,570.695)]",TRUE,,,,,,,
519.567,1.468,-3.403,3.403,2.138,"(0.0,0.0,37.409,37.409)","(482.158,482.158,519.567,519.567)","[(458.412,353.004,491.721,386.313),(353.55,264.131,393.015,303.596),(457.705,90.118,496.911,129.324),(17.484,352.227,59.121,393.864),(2.558,380.081,49.179,426.702),(75.588,202.9,120.915,248.227),(18.477,307.435,63.079,352.037),(459.709,352.886,488.613,381.79)]",FALSE,,,,,,,
195.833,0.853,-1.559,1.559,1.392,"(0.0,0.0,13.512,13.512)","(182.321,182.321,195.833,195.833)","[(103.197,2.874,114.816,14.493),(8.413,165.459,20.118,177.164),(63.686,103.869,81.941,122.124),(143.968,134.428,159.747,150.207),(15.188,146.158,26.549,157.519),(26.4,72.881,41.124,87.605),(118.551,28.173,132.416,42.038),(122.17,7.213,132.496,17.539),(67.432,162.645,82.495,177.708),(14.263,77.483,27.408,90.628),(132.917,177.45,143.721,188.254),(109.69,162.233,122.838,175.381),(55.893,97.618,72.907,114.632),(6.373,136.062,25.317,155.006),(150.666,84.256,161.533,95.123)]",FALSE,,,,,,,
175.422,0.814,-1.442,1.442,1.342,"(0.0,0.0,22.103,22.103)","(153.319,153.319,175.422,175.422)","[(27.548,144.037,44.365,160.854),(75.913,91.622,89.196,104.905),(136.27,96.982,145.347,106.059),(75.38,99.203,87.236,111.059),(8.617,51.195,24.433,67.011),(67.011,7.631,77.041,17.661),(56.192,143.856,73.445,161.109),(11.995,140.71,21.395,150.11),(138.356,27.914,154.805,44.363),(118.752,29.544,136.244,47.036),(43.026,100.924,52.335,110.233),(34.134,2.443,46.712,15.021),(133.428,28.866,143.654,39.092)]",FALSE,,,,,,,
445.526,1.327,-2.981,2.981,2.04,"(0.0,0.0,48.562,48.562)","(396.964,396.964,445.526,445.526)","[(166.907,251.371,191.385,275.849),(177.375,91.762,208.381,122.768),(380.146,99.56,418.638,138.052),(155.756,189.439,196.182,229.865),(39.126,396.777,76.106,433.757),(200.699,404.601,228.508,432.41),(200.937,400.576,238.293,437.932),(175.814,122.173,199.705,146.064),(198.364,105.539,225.442,132.617),(99.516,146.04,143.37,189.894)]",TRUE,,,,,,,
270.642,0.995,-1.985,1.985,1.577,"(0.0,0.0,34.101,34.101)","(236.541,236.541,270.642,270.642)","[(181.426,13.202,199.201,30.977),(47.072,39.797,67.212,59.937),(115.167,246.414,132.271,263.518),(124.524,141.849,149.479,166.804),(94.198,3.537,116.512,25.851),(102.696,70.166,117.973,85.443),(25.148,229.412,42.189,246.453),(104.161,184.038,128.543,208.42)]",TRUE,,,,,,,
410.093,1.26,-2.779,2.779,1.847,"(0.0,0.0,22.555,22.555)","(387.538,387.538,410.093,410.093)","[(316.911,67.733,340.146,90.968),(128.938,366.722,158.172,395.956),(266.046,338.388,296.323,368.665),(354.437,78.063,384.161,107.787),(76.96,118.941,103.283,145.264),(297.016,287.58,333.658,324.222),(15.247,204.767,53.423,242.943),(380.251,372.072,408.482,400.303),(17.362,272.675,41.752,297.065),(296.545,223.208,335.46,262.123),(318.015,368.559,351.787,402.331),(210.285,96.625,237.383,123.723)]",TRUE,,,,,,,
158.414,0.782,-1.345,1.345,1.388,"(0.0,0.0,20.594,20.594)","(137.82,137.82,158.414,158.414)","[(61.599,22.232,71.348,31.981),(139.365,129.621,149.077,139.333),(141.904,102.735,151.116,111.947),(65.657,108.159,76.846,119.348),(43.291,91.491,54.958,103.158),(131.601,19.245,140.484,28.128),(37.587,68.276,49.716,80.405),(51.322,130.789,64.747,144.214),(99.811,143.456,114.466,158.111)]",FALSE,,,,,,,
58.14,0.591,-0.774,0.774,1.266,"(0.0,0.0,3.314,3.314)","(54.826,54.826,58.14,58.14)","[(8.287,28.046,12.596,32.355),(31.41,35.706,35.504,39.8),(23.238,48.319,27.048,52.129),(47.973,23.582,53.023,28.632),(15.42,14.323,18.435,17.338),(34.832,40.21,39.589,44.967),(31.938,43.002,36.25,47.314),(52.491,17.716,56.307,21.532),(41.111,31.999,46.388,37.276),(8.318,0.332,13.476,5.49),(5.276,19.705,10.842,25.271)]",TRUE,,,,,,,
187.847,0.838,-1.513,1.513,1.531,"(0.0,0.0,24.42,24.42)","(163.427,163.427,187.847,187.847)","[(138.191,72.992,149.378,84.179),(133.171,28.445,146.788,42.062),(96.626,150.79,112.66,166.824),(135.305,121.619,149.447,135.761),(90.869,20.179,105.826,35.136),(80.223,81.552,98.323,99.652),(68.625,0.721,78.789,10.885),(133.399,152.146,144.226,162.973),(127.386,86.536,139.989,99.139),(73.314,93.968,87.417,108.071),(169.748,159.149,184.764,174.165),(60.569,107.384,77.855,124.67)]",TRUE,,,,,,,
149.491,0.765,-1.295,1.295,1.272,"(0.0,0.0,21.975,21.975)","(127.516,127.516,149.491,149.491)","[(47.271,123.385,55.4,131.514),(76.249,20.256,87.64,31.647),(34.848,132.354,49.565,147.071),(6.141,94.866,14.008,102.733),(39.023,10.143,51.447,22.567),(70.731,94.98,80.129,104.378),(112.831,32.575,126.742,46.486),(127.962,128.982,137.485,138.505),(43.024,9.664,50.664,17.304),(45.677,21.261,60.019,35.603),(125.791,37.94,138.883,51.032),(23.124,5.133,36.365,18.374),(92.984,39.975,101.436,48.427),(104.035,17.434,116.224,29.623)]",TRUE,,,,,,,
233.775,0.925,-1.775,1.775,1.598,"(0.0,0.0,12.858,12.858)","(220.917,220.917,233.775,233.775)","[(100.482,63.935,123.75,87.203),(15.711,138.105,38.426,160.82),(94.317,125.445,107.609,138.737),(153.832,16.162,169.803,32.133),(101.766,194.85,117.819,210.903),(193.94,96.273,209.64,111.973),(157.625,192.68,178.244,213.299),(214.699,162.217,232.637,180.155),(94.228,200.265,113.848,219.885),(37.107,124.403,56.232,143.528),(142.238,79.308,163.644,100.714)]",FALSE,,,,,,,
63.961,0.602,-0.807,0.807,1.262,"(0.0,0.0,8.379,8.379)","(55.582,55.582,63.961,63.961)","[(58.963,43.442,62.799,47.278),(11.235,23.261,17.54,29.566),(3.391,25.326,9.051,30.986),(45.217,4.805,49.057,8.645),(51.237,0.876,57.311,6.95),(32.366,0.155,36.659,4.448),(23.331,24.998,26.813,28.48),(34.474,46.353,38.152,50.031),(53.047,8.507,58.591,14.051),(45.32,4.253,50.535,9.468),(34.331,21.352,39.998,27.019)]",FALSE,,,,,,,
320.187,1.089,-2.267,2.267,1.725,"(0.0,0.0,46.107,46.107)","(274.08,274.08,320.187,320.187)","[(66.73,97.293,83.261,113.824),(165.22,114.939,187.082,136.801),(105.458,70.408,133.834,98.784),(163.225,120.137,194.771,151.683),(1.795,188.299,31.612,218.116),(268.411,238.598,297.224,267.411),(206.159,64.048,236.635,94.524),(298.875,86.951,316.943,105.019),(186.509,185.486,218.316,217.293),(41.384,143.846,61.642,164.104)]",FALSE,,,,,,,
69.115,0.612,-0.837,0.837,1.302,"(0.0,0.0,7.395,7.395)","(61.72,61.72,69.115,69.115)","[(2.86,48.212,8.112,53.464),(18.207,47.135,22.736,51.664),(17.821,19.522,21.365,23.066),(17.693,1.248,24.07,7.625),(49.277,12.0,52.758,15.481),(36.779,9.081,43.521,15.823),(28.717,25.806,33.149,30.238),(47.74,18.88,52.362,23.502),(56.881,54.532,60.609,58.26),(55.929,34.145,61.29,39.506),(1.171,39.376,7.984,46.189),(44.395,8.715,50.105,14.425),(45.035,49.543,51.814,56.322)]",FALSE,,,,,,,
131.332,0.73,-1.191,1.191,1.393,"(0.0,0.0,18.649,18.649)","(112.683,112.683,131.332,131.332)","[(111.596,82.558,120.723,91.685),(95.381,101.142,105.612,111.373),(30.114,106.97,40.936,117.792),(105.597,39.159,116.276,49.838),(114.544,61.669,124.915,72.04),(70.489,35.791,83.269,48.571),(10.952,37.337,21.06,47.445),(108.058,37.306,115.212,44.46),(102.506,97.41,112.749,107.653),(40.23,26.694,53.183,39.647),(11.971,112.348,22.374,122.751),(18.48,16.543,25.685,23.748),(36.062,21.694,44.836,30.468),(37.489,108.995,50.122,121.628)]",TRUE,,,,,,,
427.477,1.293,-2.878,2.878,1.799,"(0.0,0.0,33.771,33.771)","(393.706,393.706,427.477,427.477)","[(188.607,219.882,226.185,257.46),(252.199,338.796,291.882,378.479),(31.604,381.482,55.298,405.176),(185.486,131.627,226.585,172.726),(68.777,10.092,101.066,42.381),(165.422,302.662,196.151,333.391),(142.35,354.087,176.278,388.015),(14.819,281.495,37.611,304.287),(231.952,231.572,274.254,273.874),(292.525,299.661,321.556,328.692),(144.198,111.899,173.0,140.701),(266.01,255.681,299.809,289.48)]",TRUE,,,,,,,
